signal_id,Signal,Theme,Theme_Description,Type,Primary_Data_Source,Calculation_Logic,Risk_Threshold,NBA_on_Trigger,Rationale,Metric_Field,Direction,P10,P25,P50,P75,P90,Alert_Threshold_Expr,Critical_Threshold_Expr
S066,Agility Signal 26,Agility,Agility & Speed to Market / Modern App,Lagging,Compliance Tool,Release_Cycle_Time > 14 days or Lead_Time_Change > 10 days,time_to_value_days >= 33.000,Run value-stream mapping; enable CI/CD coaching; reduce WIP; deploy feature toggle for faster iteration.,Correlates with agility impact and time-to-value acceleration.,time_to_value_days,HIGHER_IS_RISK,6.900000000000002,13.75,21.0,28.0,33.0,time_to_value_days >= 28.000,time_to_value_days >= 33.000
S067,Agility Signal 27,Agility,Agility & Speed to Market / Modern App,Leading,DevOps Tooling,Release_Cycle_Time > 14 days or Lead_Time_Change > 10 days,time_to_value_days >= 33.000,Run value-stream mapping; enable CI/CD coaching; reduce WIP; deploy feature toggle for faster iteration.,Correlates with agility impact and time-to-value acceleration.,time_to_value_days,HIGHER_IS_RISK,6.900000000000002,13.75,21.0,28.0,33.0,time_to_value_days >= 28.000,time_to_value_days >= 33.000
S068,Agility Signal 28,Agility,Agility & Speed to Market / Modern App,Lagging,Compliance Tool,Release_Cycle_Time > 14 days or Lead_Time_Change > 10 days,time_to_value_days >= 33.000,Run value-stream mapping; enable CI/CD coaching; reduce WIP; deploy feature toggle for faster iteration.,Correlates with agility impact and time-to-value acceleration.,time_to_value_days,HIGHER_IS_RISK,6.900000000000002,13.75,21.0,28.0,33.0,time_to_value_days >= 28.000,time_to_value_days >= 33.000
S069,Agility Signal 29,Agility,Agility & Speed to Market / Modern App,Lagging,Identity/SSO,Release_Cycle_Time > 14 days or Lead_Time_Change > 10 days,time_to_value_days >= 33.000,Run value-stream mapping; enable CI/CD coaching; reduce WIP; deploy feature toggle for faster iteration.,Correlates with agility impact and time-to-value acceleration.,time_to_value_days,HIGHER_IS_RISK,6.900000000000002,13.75,21.0,28.0,33.0,time_to_value_days >= 28.000,time_to_value_days >= 33.000
S070,Agility Signal 30,Agility,Agility & Speed to Market / Modern App,Lagging,Identity/SSO,Release_Cycle_Time > 14 days or Lead_Time_Change > 10 days,time_to_value_days >= 33.000,Run value-stream mapping; enable CI/CD coaching; reduce WIP; deploy feature toggle for faster iteration.,Correlates with agility impact and time-to-value acceleration.,time_to_value_days,HIGHER_IS_RISK,6.900000000000002,13.75,21.0,28.0,33.0,time_to_value_days >= 28.000,time_to_value_days >= 33.000
S071,Agility Signal 31,Agility,Agility & Speed to Market / Modern App,Leading,Marketing Automation,Release_Cycle_Time > 14 days or Lead_Time_Change > 10 days,time_to_value_days >= 33.000,Run value-stream mapping; enable CI/CD coaching; reduce WIP; deploy feature toggle for faster iteration.,Correlates with agility impact and time-to-value acceleration.,time_to_value_days,HIGHER_IS_RISK,6.900000000000002,13.75,21.0,28.0,33.0,time_to_value_days >= 28.000,time_to_value_days >= 33.000
S072,Agility Signal 32,Agility,Agility & Speed to Market / Modern App,Leading,Marketing Automation,Release_Cycle_Time > 14 days or Lead_Time_Change > 10 days,time_to_value_days >= 33.000,Run value-stream mapping; enable CI/CD coaching; reduce WIP; deploy feature toggle for faster iteration.,Correlates with agility impact and time-to-value acceleration.,time_to_value_days,HIGHER_IS_RISK,6.900000000000002,13.75,21.0,28.0,33.0,time_to_value_days >= 28.000,time_to_value_days >= 33.000
S073,Agility Signal 33,Agility,Agility & Speed to Market / Modern App,Lagging,Finance ERP,Release_Cycle_Time > 14 days or Lead_Time_Change > 10 days,time_to_value_days >= 33.000,Run value-stream mapping; enable CI/CD coaching; reduce WIP; deploy feature toggle for faster iteration.,Correlates with agility impact and time-to-value acceleration.,time_to_value_days,HIGHER_IS_RISK,6.900000000000002,13.75,21.0,28.0,33.0,time_to_value_days >= 28.000,time_to_value_days >= 33.000
S074,Agility Signal 34,Agility,Agility & Speed to Market / Modern App,Lagging,Billing,Release_Cycle_Time > 14 days or Lead_Time_Change > 10 days,time_to_value_days >= 33.000,Run value-stream mapping; enable CI/CD coaching; reduce WIP; deploy feature toggle for faster iteration.,Correlates with agility impact and time-to-value acceleration.,time_to_value_days,HIGHER_IS_RISK,6.900000000000002,13.75,21.0,28.0,33.0,time_to_value_days >= 28.000,time_to_value_days >= 33.000
S075,Agility Signal 35,Agility,Agility & Speed to Market / Modern App,Lagging,DevOps Tooling,Release_Cycle_Time > 14 days or Lead_Time_Change > 10 days,time_to_value_days >= 33.000,Run value-stream mapping; enable CI/CD coaching; reduce WIP; deploy feature toggle for faster iteration.,Correlates with agility impact and time-to-value acceleration.,time_to_value_days,HIGHER_IS_RISK,6.900000000000002,13.75,21.0,28.0,33.0,time_to_value_days >= 28.000,time_to_value_days >= 33.000
S076,Agility Signal 36,Agility,Agility & Speed to Market / Modern App,Leading,AIOps,Release_Cycle_Time > 14 days or Lead_Time_Change > 10 days,time_to_value_days >= 33.000,Run value-stream mapping; enable CI/CD coaching; reduce WIP; deploy feature toggle for faster iteration.,Correlates with agility impact and time-to-value acceleration.,time_to_value_days,HIGHER_IS_RISK,6.900000000000002,13.75,21.0,28.0,33.0,time_to_value_days >= 28.000,time_to_value_days >= 33.000
S077,Agility Signal 37,Agility,Agility & Speed to Market / Modern App,Leading,Usage Analytics,Release_Cycle_Time > 14 days or Lead_Time_Change > 10 days,time_to_value_days >= 33.000,Run value-stream mapping; enable CI/CD coaching; reduce WIP; deploy feature toggle for faster iteration.,Correlates with agility impact and time-to-value acceleration.,time_to_value_days,HIGHER_IS_RISK,6.900000000000002,13.75,21.0,28.0,33.0,time_to_value_days >= 28.000,time_to_value_days >= 33.000
S078,Agility Signal 38,Agility,Agility & Speed to Market / Modern App,Lagging,Identity/SSO,Release_Cycle_Time > 14 days or Lead_Time_Change > 10 days,time_to_value_days >= 33.000,Run value-stream mapping; enable CI/CD coaching; reduce WIP; deploy feature toggle for faster iteration.,Correlates with agility impact and time-to-value acceleration.,time_to_value_days,HIGHER_IS_RISK,6.900000000000002,13.75,21.0,28.0,33.0,time_to_value_days >= 28.000,time_to_value_days >= 33.000
S079,Agility Signal 39,Agility,Agility & Speed to Market / Modern App,Leading,Identity/SSO,Release_Cycle_Time > 14 days or Lead_Time_Change > 10 days,time_to_value_days >= 33.000,Run value-stream mapping; enable CI/CD coaching; reduce WIP; deploy feature toggle for faster iteration.,Correlates with agility impact and time-to-value acceleration.,time_to_value_days,HIGHER_IS_RISK,6.900000000000002,13.75,21.0,28.0,33.0,time_to_value_days >= 28.000,time_to_value_days >= 33.000
S080,Agility Signal 40,Agility,Agility & Speed to Market / Modern App,Leading,Learning LMS,Release_Cycle_Time > 14 days or Lead_Time_Change > 10 days,time_to_value_days >= 33.000,Run value-stream mapping; enable CI/CD coaching; reduce WIP; deploy feature toggle for faster iteration.,Correlates with agility impact and time-to-value acceleration.,time_to_value_days,HIGHER_IS_RISK,6.900000000000002,13.75,21.0,28.0,33.0,time_to_value_days >= 28.000,time_to_value_days >= 33.000
S081,AI Agent Usage Rate,Data,Data-Driven Digital Products & Experiences,Lagging,Learning LMS,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S082,Data Freshness (Hours),Data,Data-Driven Digital Products & Experiences,Leading,Support System,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S083,P13N Feature Use,Data,Data-Driven Digital Products & Experiences,Lagging,Finance ERP,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S084,Event Tracking Coverage,Data,Data-Driven Digital Products & Experiences,Leading,Identity/SSO,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,finops_score <= 47.000,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,finops_score,LOWER_IS_RISK,47.0,57.0,69.0,79.0,87.0,finops_score <= 57.000,finops_score <= 47.000
S085,MAU/WAU Ratio,Data,Data-Driven Digital Products & Experiences,Leading,Compliance Tool,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S086,DAU/MAU Stickiness,Data,Data-Driven Digital Products & Experiences,Lagging,AIOps,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S087,API Calls 30d,Data,Data-Driven Digital Products & Experiences,Leading,Billing,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S088,Dashboard Views 30d,Data,Data-Driven Digital Products & Experiences,Lagging,CDP,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S089,Goals Configured,Data,Data-Driven Digital Products & Experiences,Lagging,CRM,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S090,Digital Journey Completions,Data,Data-Driven Digital Products & Experiences,Leading,CRM,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S091,Feature Flag Adoption,Data,Data-Driven Digital Products & Experiences,Leading,Billing,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,adoption_rate_pct <= 17.388,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,adoption_rate_pct,LOWER_IS_RISK,17.388,29.37,48.79,70.645,83.317,adoption_rate_pct <= 29.370,adoption_rate_pct <= 17.388
S092,Search Success Rate,Data,Data-Driven Digital Products & Experiences,Lagging,Learning LMS,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S093,Time-on-Task,Data,Data-Driven Digital Products & Experiences,Leading,Finance ERP,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S094,Conversion Rate,Data,Data-Driven Digital Products & Experiences,Leading,Support System,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S095,Churn Predict Score,Data,Data-Driven Digital Products & Experiences,Lagging,Identity/SSO,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S096,Recommendation CTR,Data,Data-Driven Digital Products & Experiences,Leading,NPS/Survey,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S097,CoPilot Invocation Rate,Data,Data-Driven Digital Products & Experiences,Lagging,CRM,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S098,Data Quality Score,Data,Data-Driven Digital Products & Experiences,Leading,Usage Analytics,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S099,Schema Drift Incidents,Data,Data-Driven Digital Products & Experiences,Lagging,DevOps Tooling,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S100,ETL Failure Rate,Data,Data-Driven Digital Products & Experiences,Lagging,AIOps,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S101,Edge Latency P95,Data,Data-Driven Digital Products & Experiences,Lagging,Billing,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,latency_p95_ms >= 449.200,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,latency_p95_ms,HIGHER_IS_RISK,180.70000000000002,243.75,316.0,388.0,449.19999999999993,latency_p95_ms >= 388.000,latency_p95_ms >= 449.200
S102,Mobile Crash Rate,Data,Data-Driven Digital Products & Experiences,Leading,CRM,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S103,SDK Version Currency,Data,Data-Driven Digital Products & Experiences,Leading,Security SIEM,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S104,Session Replay Coverage,Data,Data-Driven Digital Products & Experiences,Leading,Compliance Tool,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,finops_score <= 47.000,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,finops_score,LOWER_IS_RISK,47.0,57.0,69.0,79.0,87.0,finops_score <= 57.000,finops_score <= 47.000
S105,A/B Test Running,Data,Data-Driven Digital Products & Experiences,Leading,Compliance Tool,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S106,Customer Effort Score,Data,Data-Driven Digital Products & Experiences,Leading,Product Telemetry,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,csat_1to5 <= 3.409,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,csat_1to5,LOWER_IS_RISK,3.4090000000000003,3.685,4.12,4.4725,4.84,csat_1to5 <= 3.685,csat_1to5 <= 3.409
S107,CSAT (Transactional),Data,Data-Driven Digital Products & Experiences,Leading,Usage Analytics,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,csat_1to5 <= 3.409,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,csat_1to5,LOWER_IS_RISK,3.4090000000000003,3.685,4.12,4.4725,4.84,csat_1to5 <= 3.685,csat_1to5 <= 3.409
S108,NPS (Relationship),Data,Data-Driven Digital Products & Experiences,Leading,CRM,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,csat_1to5 <= 3.409,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,csat_1to5,LOWER_IS_RISK,3.4090000000000003,3.685,4.12,4.4725,4.84,csat_1to5 <= 3.685,csat_1to5 <= 3.409
S109,Support Deflection via AI,Data,Data-Driven Digital Products & Experiences,Leading,CDP,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S110,Self-Serve Completion,Data,Data-Driven Digital Products & Experiences,Leading,Learning LMS,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S111,Data Signal 31,Data,Data-Driven Digital Products & Experiences,Lagging,Billing,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S112,Data Signal 32,Data,Data-Driven Digital Products & Experiences,Leading,NPS/Survey,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S113,Data Signal 33,Data,Data-Driven Digital Products & Experiences,Lagging,CRM,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S114,Data Signal 34,Data,Data-Driven Digital Products & Experiences,Leading,Usage Analytics,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S115,Data Signal 35,Data,Data-Driven Digital Products & Experiences,Lagging,CRM,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S116,Data Signal 36,Data,Data-Driven Digital Products & Experiences,Lagging,Finance ERP,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S117,Data Signal 37,Data,Data-Driven Digital Products & Experiences,Lagging,CRM,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S118,Data Signal 38,Data,Data-Driven Digital Products & Experiences,Leading,Billing,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S119,Data Signal 39,Data,Data-Driven Digital Products & Experiences,Lagging,Security SIEM,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S120,Data Signal 40,Data,Data-Driven Digital Products & Experiences,Lagging,DevOps Tooling,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S121,Data Signal 41,Data,Data-Driven Digital Products & Experiences,Lagging,Learning LMS,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
S122,Data Signal 42,Data,Data-Driven Digital Products & Experiences,Leading,Marketing Automation,Feature_Adoption_AI < 25% or Data_Freshness_Hours > 24,ai_agent_usage_rate_pct <= 9.713,Activate AI agent feature for pilot; fix data freshness SLA; create outcome dashboard for sponsor.,Correlates with data impact and time-to-value acceleration.,ai_agent_usage_rate_pct,LOWER_IS_RISK,9.713000000000001,16.3375,27.229999999999997,37.775,47.400999999999996,ai_agent_usage_rate_pct <= 16.337,ai_agent_usage_rate_pct <= 9.713
